"","id","status","address","address_google","location_type","pnt"
"1057",999,"OK","Ozamiz","Ozamiz City, Misamis Occidental, Philippines","APPROXIMATE",c(123.7741195, 8.162411)
"1058",1000,"OK","Padada","Padada, Davao del Sur, Philippines","APPROXIMATE",c(125.3472743, 6.6439747)
"1059",1001,"OK","Padre Burgos (QN)","Padre Burgos, Quezon, Philippines","APPROXIMATE",c(121.8448745, 13.9189332)
"1060",1002,"OK","Padre Burgos (SL)","Padre Burgos, Quezon, Philippines","APPROXIMATE",c(121.8448745, 13.9189332)
"1062",1003,"OK","Padre Garcia","Padre Garcia, Batangas, Philippines","APPROXIMATE",c(121.244445, 13.8776626)
"1063",1004,"OK","Paete","Paete, Laguna, Philippines","APPROXIMATE",c(121.5299539, 14.367518)
"1064",1005,"OK","Pagadian","Pagadian City, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.4343445, 7.8397033)
"1065",1006,"OK","Pagagawan","Pagagawan, Maguindanao, Philippines","APPROXIMATE",c(124.7630307, 7.1046918)
"1066",1007,"OK","Pagalungan","Pagalungan, Maguindanao, Philippines","APPROXIMATE",c(124.7519807, 6.9692802)
"1067",1008,"OK","Pagayawan","Pagayawan, Lanao del Sur, Philippines","APPROXIMATE",c(124.1198102, 7.7488201)
"1068",1009,"OK","Pagbilao","Pagbilao, 4302 Quezon, Philippines","APPROXIMATE",c(121.7423434, 13.984943)
"1069",1010,"OK","Paglat","Paglat, Maguindanao, Philippines","APPROXIMATE",c(124.783333, 6.7)
"1070",1011,"OK","Pagsanghan","Pagsanghan, Samar, Philippines","APPROXIMATE",c(124.7464552, 11.9688884)
"1071",1012,"OK","Pagsanjan","Pagsanjan, Laguna, Philippines","APPROXIMATE",c(121.4570447, 14.2624365)
"1072",1013,"OK","Pagudpud","Pagudpud, Ilocos Norte, Philippines","APPROXIMATE",c(120.8220827, 18.5874677)
"1073",1014,"OK","Pakil","Pakil, Laguna, Philippines","APPROXIMATE",c(121.4399041, 14.37298)
"1074",1015,"OK","Palanan","Palanan, Isabela, Philippines","APPROXIMATE",c(122.4014193, 16.9969158)
"1075",1016,"OK","Palanas","Palanas, Masbate, Philippines","APPROXIMATE",c(123.9080896, 12.1102077)
"1076",1017,"OK","Palapag","Palapag, Northern Samar, Philippines","APPROXIMATE",c(125.1048713, 12.5283023)
"1077",1018,"OK","Palauig","Palauig, Zambales, Philippines","APPROXIMATE",c(119.9547522, 15.4522102)
"1078",1019,"OK","Palayan","Palayan City, Nueva Ecija, Philippines","APPROXIMATE",c(121.1113286, 15.5782871)
"1079",1020,"OK","Palimbang","Palimbang, Sultan Kudarat, Philippines","APPROXIMATE",c(124.1976882, 6.3432167)
"1080",1021,"OK","Palo","Palo, Leyte, Philippines","APPROXIMATE",c(124.9918883, 11.1583835)
"1081",1022,"OK","Palompon","Palompon, Leyte, Philippines","APPROXIMATE",c(124.4087307, 11.0172133)
"1082",1023,"OK","Paluan","Paluan, Occidental Mindoro, Philippines","APPROXIMATE",c(120.4602838, 13.4340616)
"1083",1024,"OK","Pambujan","Pambujan, Northern Samar, Philippines","APPROXIMATE",c(124.9396367, 12.4645777)
"1084",1025,"ZERO_RESULTS","Pamplona (CG)",NA,NA,c(NA, NA)
"1085",1026,"ZERO_RESULTS","Pamplona (CS)",NA,NA,c(NA, NA)
"1086",1027,"OK","Pamplona (NR)","Pamplona, Navarre, Spain","APPROXIMATE",c(-1.6457745, 42.812526)
"1090",1028,"OK","Panabo","Panabo, Davao del Norte, Philippines","APPROXIMATE",c(125.6841178, 7.3087068)
"1091",1029,"OK","Panaon","Panaon, Misamis Occidental, Philippines","APPROXIMATE",c(123.8076302, 8.3559951)
"1092",1030,"OK","Panay","Panay, Philippines","APPROXIMATE",c(122.5372741, 11.3209094)
"1093",1031,"OK","Pandag","Pandag, Maguindanao, Philippines","APPROXIMATE",c(124.7851264, 6.776254)
"1094",1032,"ZERO_RESULTS","Pandan (AE)",NA,NA,c(NA, NA)
"1095",1033,"ZERO_RESULTS","Pandan (CT)",NA,NA,c(NA, NA)
"1096",1034,"OK","Pandi","Pandi, Bulacan, Philippines","APPROXIMATE",c(120.9592956, 14.8756999)
"1097",1035,"OK","Panganiban","Panganiban, Catanduanes, Philippines","APPROXIMATE",c(124.2754988, 13.8935587)
"1098",1036,"OK","Pangantucan","Pangantucan, Bukidnon, Philippines","APPROXIMATE",c(124.8403408, 7.8393401)
"1099",1037,"OK","Pangil","Pangil, Laguna, Philippines","APPROXIMATE",c(121.4856066, 14.4074227)
"1100",1038,"OK","Panglao","Panglao Island, Bohol, Philippines","APPROXIMATE",c(123.8076302, 9.5873563)
"1101",1039,"OK","Panglima Sugala","Panglima Sugala, Tawi-Tawi, Philippines","APPROXIMATE",c(119.9971769, 5.0947534)
"1102",1040,"OK","Paniqui","Paniqui, Tarlac, Philippines","APPROXIMATE",c(120.5585595, 15.6660645)
"1103",1041,"OK","Panitan","Panitan, Capiz, Philippines","APPROXIMATE",c(122.7745919, 11.4595785)
"1104",1042,"OK","Pantabangan","Pantabangan, Nueva Ecija, Philippines","APPROXIMATE",c(121.1252135, 15.7942377)
"1105",1043,"OK","Pantao Ragat","Pantao Ragat, Lanao del Norte, Philippines","APPROXIMATE",c(124.1309397, 8.0542035)
"1106",1044,"OK","Pantar","Pantar, Lanao del Norte, Philippines","APPROXIMATE",c(124.2532741, 8.0705732)
"1107",1045,"OK","Pantukan","Pantukan, Compostela Valley, Philippines","APPROXIMATE",c(126.1562026, 7.2552217)
"1108",1046,"OK","Panukulan","Panukulan, Quezon, Philippines","APPROXIMATE",c(121.8790306, 14.9916254)
"1109",1047,"OK","Paoay","Paoay, Ilocos Norte, Philippines","APPROXIMATE",c(120.5163949, 18.0742373)
"1110",1048,"OK","Paombong","Paombong, Bulacan, Philippines","APPROXIMATE",c(120.7867129, 14.8102948)
"1111",1049,"OK","Paracale","Paracale, Camarines Norte, Philippines","APPROXIMATE",c(122.7858791, 14.2372141)
"1112",1050,"OK","Paracelis","Paracelis, Mountain Province, Philippines","APPROXIMATE",c(121.4913182, 17.1562214)
"1113",1051,"OK","Paranaque","Parañaque, Metro Manila, Philippines","APPROXIMATE",c(121.0198229, 14.4793095)
"1114",1052,"OK","Paranas","Paranas, Samar, Philippines","APPROXIMATE",c(125.0828588, 11.8872919)
"1115",1053,"ZERO_RESULTS","Parang (MA)",NA,NA,c(NA, NA)
"1116",1054,"OK","Pasacao","Pasacao, Camarines Sur, Philippines","APPROXIMATE",c(123.0314951, 13.552319)
"1117",1055,"OK","Pasay","Pasay, Metro Manila, Philippines","APPROXIMATE",c(121.0013794, 14.5377516)
"1118",1056,"OK","Pasig","Pasig, Metro Manila, Philippines","APPROXIMATE",c(121.0851097, 14.5763768)
"1119",1057,"OK","Pasil","Pasil, Kalinga, Philippines","APPROXIMATE",c(121.1022942, 17.4124793)
"1120",1058,"OK","Passi","Passi City, Iloilo, Philippines","APPROXIMATE",c(122.650351, 11.1687967)
"1121",1059,"OK","Pastrana","Pastrana, Leyte, Philippines","APPROXIMATE",c(124.8844867, 11.1196898)
"1122",1060,"OK","Pasuquin","Pasuquin, Ilocos Norte, Philippines","APPROXIMATE",c(120.6429991, 18.3385923)
"1123",1061,"OK","Pateros","Pateros, Metro Manila, Philippines","APPROXIMATE",c(121.0686773, 14.5454321)
"1124",1062,"OK","Patnanungan","Patnanungan, Quezon, Philippines","APPROXIMATE",c(122.1859572, 14.7896353)
"1125",1063,"OK","Patnongon","Patnongon, Antique, Philippines","APPROXIMATE",c(122.0610174, 10.9230273)
"1126",1064,"OK","Pavia","Pavia, Iloilo, Philippines","APPROXIMATE",c(122.5259596, 10.7603368)
"1128",1065,"OK","Payao","Payao, Zamboanga Sibugay, Philippines","APPROXIMATE",c(122.8424737, 7.582601)
"1129",1066,"OK","Penablanca","Peñablanca, Cagayan, Philippines","APPROXIMATE",c(121.8062587, 17.6877876)
"1131",1067,"OK","Penaranda","Penaranda, Nueva Ecija, Philippines","APPROXIMATE",c(121.0166804, 15.3531129)
"1132",1068,"OK","Penarrubia","Peñarrubia, Abra, Philippines","APPROXIMATE",c(120.6545022, 17.5419536)
"1134",1069,"ZERO_RESULTS","Perez",NA,NA,c(NA, NA)
"1135",1070,"OK","Piagapo","Piagapo, Lanao del Sur, Philippines","APPROXIMATE",c(124.1865669, 8.0024753)
"1136",1071,"OK","Piat","Piat, Cagayan, Philippines","APPROXIMATE",c(121.5598345, 17.7531544)
"1137",1072,"OK","Picong","Picong, Lanao del Sur, Philippines","APPROXIMATE",c(123.9415518, 7.6907181)
"1138",1073,"OK","Piddig","Piddig, Ilocos Norte, Philippines","APPROXIMATE",c(120.7809676, 18.1869397)
"1139",1074,"OK","Pidigan","Pidigan, Abra, Philippines","APPROXIMATE",c(120.5624474, 17.5364447)
"1140",1075,"OK","Pigcawayan","Pigcawayan, Cotabato, Philippines","APPROXIMATE",c(124.4309165, 7.2792199)
"1141",1076,"OK","Pikit","Pikit, Cotabato, Philippines","APPROXIMATE",c(124.6192702, 7.0531435)
"1142",1077,"OK","Pila","Pila, Laguna, Philippines","APPROXIMATE",c(121.3655989, 14.2346148)
"1143",1078,"ZERO_RESULTS","Pilar (AA)",NA,NA,c(NA, NA)
"1144",1079,"ZERO_RESULTS","Pilar (BL)",NA,NA,c(NA, NA)
"1145",1080,"ZERO_RESULTS","Pilar (BN)",NA,NA,c(NA, NA)
"1146",1081,"ZERO_RESULTS","Pilar (CU)",NA,NA,c(NA, NA)
"1147",1082,"ZERO_RESULTS","Pilar (CZ)",NA,NA,c(NA, NA)
"1148",1083,"OK","Pilar (SN)","Pilar, Buenos Aires Province, Argentina","APPROXIMATE",c(-58.9153722, -34.4663154)
"1149",1084,"OK","Pilar (SO)","Pilar, Sorsogon, Philippines","APPROXIMATE",c(123.6846987, 12.9348973)
"1151",1085,"ZERO_RESULTS","Pili",NA,NA,c(NA, NA)
"1152",1086,"OK","Pililla","Pililla, Rizal, Philippines","APPROXIMATE",c(121.3427262, 14.4439278)
"1153",1087,"OK","Pinabacdao","Pinabacdao, Samar, Philippines","APPROXIMATE",c(125.0718504, 11.5490498)
"1154",1088,"OK","Pinamalayan","Pinamalayan, Oriental Mindoro, Philippines","APPROXIMATE",c(121.4645392, 13.0458654)
"1155",1089,"OK","Pinamungajan","Pinamungahan, Cebu, Philippines","APPROXIMATE",c(123.6063855, 10.2638281)
"1156",1090,"OK","Pinan","Piñan, Zamboanga del Norte, Philippines","APPROXIMATE",c(123.4495644, 8.4091496)
"1157",1091,"OK","Pinili","Pinili, Ilocos Norte, Philippines","APPROXIMATE",c(120.5394232, 17.9429435)
"1158",1092,"OK","Pintuyan","Pintuyan, Southern Leyte, Philippines","APPROXIMATE",c(125.2258365, 9.99513)
"1159",1093,"OK","Pinukpuk","Pinukpuk, Kalinga, Philippines","APPROXIMATE",c(121.3084088, 17.6082869)
"1160",1094,"OK","Pio Duran","Pio Duran, Albay, Philippines","APPROXIMATE",c(123.4607744, 13.0473044)
"1161",1095,"OK","Pio V Corpuz","Pio V. Corpus, Masbate, Philippines","APPROXIMATE",c(124.041865, 11.8557616)
"1162",1096,"OK","Pitogo (QN)","Pitogo, Quezon, Philippines","APPROXIMATE",c(122.0951062, 13.8009753)
"1163",1097,"ZERO_RESULTS","Pitogo (ZR)",NA,NA,c(NA, NA)
"1164",1098,"OK","Placer (MS)","Placer, Masbate, Philippines","APPROXIMATE",c(123.8634544, 11.9192977)
"1165",1099,"OK","Placer (SN)","Placer, Masbate, Philippines","APPROXIMATE",c(123.8634544, 11.9192977)
"1166",1100,"OK","Plaridel (BU)","Plaridel, Bulacan, Philippines","APPROXIMATE",c(120.8936002, 14.8767548)
"1167",1101,"OK","Plaridel (MC)","Plaridel, Bulacan, Philippines","APPROXIMATE",c(120.8936002, 14.8767548)
"1168",1102,"OK","Plaridel (QN)","Plaridel, Bulacan, Philippines","APPROXIMATE",c(120.8936002, 14.8767548)
"1169",1103,"OK","Pola","Pola, Oriental Mindoro, Philippines","APPROXIMATE",c(121.4351105, 13.1317415)
"1170",1104,"OK","Polanco","Polanco, Zamboanga del Norte, Philippines","APPROXIMATE",c(123.4047109, 8.4889024)
"1171",1105,"OK","Polangui","Polangui, Albay, Philippines","APPROXIMATE",c(123.5056016, 13.3209614)
"1172",1106,"OK","Polillo","Polillo, Quezon, Philippines","APPROXIMATE",c(121.9245556, 14.737501)
"1173",1107,"OK","Polomolok","Polomolok, South Cotabato, Philippines","APPROXIMATE",c(125.0608405, 6.224513)
"1174",1108,"OK","Pontevedra (CZ)","Pontevedra, Capiz, Philippines","APPROXIMATE",c(122.8761309, 11.417207)
"1175",1109,"OK","Pontevedra (NO)","Pontevedra, Spain","APPROXIMATE",c(-8.6446202, 42.4298846)
"1178",1110,"OK","Poona Bayabao","Poona Bayabao, Lanao del Sur, Philippines","APPROXIMATE",c(124.3476909, 7.8344621)
"1179",1111,"OK","Poona Piagapo","Poona Piagapo, Lanao del Norte, Philippines","APPROXIMATE",c(124.0752783, 8.0873822)
"1180",1112,"OK","Porac","Porac, Pampanga, Philippines","APPROXIMATE",c(120.4588059, 15.1241838)
"1181",1113,"OK","Poro","Poro, Cebu, Philippines","APPROXIMATE",c(124.4162072, 10.7017335)
"1182",1114,"OK","Pototan","Pototan, Iloilo, Philippines","APPROXIMATE",c(122.6390489, 10.9239245)
"1183",1115,"OK","Pozorrubio","Pozorrubio, Pangasinan, Philippines","APPROXIMATE",c(120.5431187, 16.1163874)
"1184",1116,"OK","Presentacion","Presentacion, Camarines Sur, Philippines","APPROXIMATE",c(123.7405967, 13.7367365)
"1185",1117,"ZERO_RESULTS","President Garcia",NA,NA,c(NA, NA)
"1186",1118,"OK","President Quirino","President Quirino, Sultan Kudarat, Philippines","APPROXIMATE",c(124.7409293, 6.7255838)
"1187",1119,"OK","President Roxas (CZ)","President Roxas, Capiz, Philippines","APPROXIMATE",c(122.9663018, 11.4058843)
"1188",1120,"OK","President Roxas (NC)","President Roxas, Cotabato, Philippines","APPROXIMATE",c(125.0608405, 7.1609003)
"1189",1121,"OK","Prieto Diaz","Prieto Diaz, Sorsogon, Philippines","APPROXIMATE",c(124.1643201, 13.0334055)
"1190",1122,"OK","Prosperidad","Prosperidad, Agusan del Sur, Philippines","APPROXIMATE",c(125.8716137, 8.6023686)
"1191",1123,"OK","Pualas","Pualas, Lanao del Sur, Philippines","APPROXIMATE",c(124.0530042, 7.8105028)
"1192",1124,"OK","Pudtol","Pudtol, Apayao, Philippines","APPROXIMATE",c(121.2855249, 18.1393236)
"1193",1125,"OK","Puerto Galera","Puerto Galera, Oriental Mindoro, Philippines","APPROXIMATE",c(120.95412, 13.5018907)
"1194",1126,"OK","Puerto Princesa","Puerto Princesa, Palawan, Philippines","APPROXIMATE",c(118.7473298, 9.7638429)
"1195",1127,"OK","Pugo","Pugo, La Union, Philippines","APPROXIMATE",c(120.4760853, 16.3213296)
"1196",1128,"OK","Pulilan","Pulilan, Bulacan, Philippines","APPROXIMATE",c(120.8457963, 14.9124488)
"1197",1129,"OK","Pulupandan","Pulupandan, Negros Occidental, Philippines","APPROXIMATE",c(122.8140914, 10.5259472)
"1198",1130,"OK","Pura","Pura, Tarlac, Philippines","APPROXIMATE",c(120.6516265, 15.6200321)
"1199",1131,"OK","Quezon (BK)","Quezon, Philippines","APPROXIMATE",c(122.1130909, 14.0313906)
"1200",1132,"OK","Quezon (IA)","Quezon, Philippines","APPROXIMATE",c(122.1130909, 14.0313906)
"1201",1133,"OK","Quezon (MM)","Quezon, Philippines","APPROXIMATE",c(122.1130909, 14.0313906)
"1202",1134,"OK","Quezon (NE)","Quezon, Nueva Ecija, Philippines","APPROXIMATE",c(120.8269231, 15.569531)
"1203",1135,"OK","Quezon (NV)","Quezon, Philippines","APPROXIMATE",c(122.1130909, 14.0313906)
"1204",1136,"OK","Quezon (PN)","Quezon, Philippines","APPROXIMATE",c(122.1130909, 14.0313906)
"1205",1137,"OK","Quezon (QN)","Quezon, Philippines","APPROXIMATE",c(122.1130909, 14.0313906)
"1206",1138,"OK","Quinapondan","Quinapondan, Eastern Samar, Philippines","APPROXIMATE",c(125.5000999, 11.1913841)
"1207",1139,"OK","Quirino (IA)","Quirino, Philippines","APPROXIMATE",c(121.5370003, 16.2700424)
"1209",1140,"OK","Quirino (IS)","Quirino, Philippines","APPROXIMATE",c(121.5370003, 16.2700424)
"1210",1141,"OK","R.T. Lim","Roseller T Lim, Zamboanga Sibugay, Philippines","APPROXIMATE",c(122.424074, 7.719853)
"1211",1142,"OK","Ragay","Ragay, Camarines Sur, Philippines","APPROXIMATE",c(122.7858791, 13.8312329)
"1212",1143,"OK","Rajah Buayan","Rajah Buayan, Maguindanao, Philippines","APPROXIMATE",c(124.5583766, 6.9353922)
"1213",1144,"OK","Ramon","Ramon, Isabela, Philippines","APPROXIMATE",c(121.5255815, 16.8046953)
"1214",1145,"ZERO_RESULTS","Ramon Magsaysay",NA,NA,c(NA, NA)
"1215",1146,"ZERO_RESULTS","Ramos",NA,NA,c(NA, NA)
"1216",1147,"OK","Rapu-Rapu","Rapu-Rapu, Albay, Philippines","APPROXIMATE",c(124.041865, 13.2407755)
"1217",1148,"ZERO_RESULTS","Real",NA,NA,c(NA, NA)
"1218",1149,"OK","Reina Mercedes","Reina Mercedes, Isabela, Philippines","APPROXIMATE",c(121.7993168, 17.0087017)
"1219",1150,"OK","Remedios T. Romualdez","Remedios T. Romualdez, Agusan Del Norte, Philippines","APPROXIMATE",c(125.6642155, 9.0607444)
"1220",1151,"ZERO_RESULTS","Rizal (CG)",NA,NA,c(NA, NA)
"1221",1152,"ZERO_RESULTS","Rizal (KA)",NA,NA,c(NA, NA)
"1222",1153,"ZERO_RESULTS","Rizal (LA)",NA,NA,c(NA, NA)
"1223",1154,"OK","Rizal (NE)","Rizal, Nueva Ecija, Philippines","APPROXIMATE",c(121.1022942, 15.6935714)
"1224",1155,"ZERO_RESULTS","Rizal (OM)",NA,NA,c(NA, NA)
"1225",1156,"OK","Rizal (PN)","Rizal, Philippines","APPROXIMATE",c(121.3084088, 14.6037446)
"1226",1157,"ZERO_RESULTS","Rizal (ZN)",NA,NA,c(NA, NA)
"1227",1158,"OK","Rodriguez","Rodriguez, Rizal, Philippines","APPROXIMATE",c(121.1441051, 14.7288886)
"1228",1159,"OK","Romblon","Romblon, Philippines","APPROXIMATE",c(122.269129, 12.5778554)
"1230",1160,"OK","Ronda","29400 Ronda, Málaga, Spain","APPROXIMATE",c(-5.1612251, 36.746209)
"1232",1161,"OK","Rosales","Rosales, Pangasinan, Philippines","APPROXIMATE",c(120.6340532, 15.8928605)
"1233",1162,"ZERO_RESULTS","Rosario (AS)",NA,NA,c(NA, NA)
"1234",1163,"ZERO_RESULTS","Rosario (BS)",NA,NA,c(NA, NA)
"1235",1164,"ZERO_RESULTS","Rosario (CE)",NA,NA,c(NA, NA)
"1236",1165,"ZERO_RESULTS","Rosario (LU)",NA,NA,c(NA, NA)
"1237",1166,"ZERO_RESULTS","Rosario (NS)",NA,NA,c(NA, NA)
"1238",1167,"ZERO_RESULTS","Roxas (CZ)",NA,NA,c(NA, NA)
"1239",1168,"ZERO_RESULTS","Roxas (IA)",NA,NA,c(NA, NA)
"1240",1169,"ZERO_RESULTS","Roxas (OR)",NA,NA,c(NA, NA)
"1241",1170,"ZERO_RESULTS","Roxas (PN)",NA,NA,c(NA, NA)
"1242",1171,"ZERO_RESULTS","Roxas (ZN)",NA,NA,c(NA, NA)
"1243",1172,"OK","Sabangan","Sabangan, Mountain Province, Philippines","APPROXIMATE",c(120.9302603, 16.9469291)
"1244",1173,"OK","Sablan","Sablan, Benguet, Philippines","APPROXIMATE",c(120.5163949, 16.4885206)
"1245",1174,"OK","Sablayan","Sablayan, Occidental Mindoro, Philippines","APPROXIMATE",c(120.9101142, 12.8563975)
"1246",1175,"OK","Sabtang","Sabtang, Batanes, Philippines","APPROXIMATE",c(121.8448745, 20.3054399)
"1247",1176,"OK","Sadanga","Sadanga, Mountain Province, Philippines","APPROXIMATE",c(121.0564425, 17.167666)
"1248",1177,"OK","Sagada","Sagada, Mountain Province, Philippines","APPROXIMATE",c(120.907304, 17.0981353)
"1249",1178,"OK","Sagay (CM)","Sagay City, Negros Occidental, Philippines","APPROXIMATE",c(123.408176, 10.8783445)
"1250",1179,"OK","Sagay (NO)","Sagay City, Negros Occidental, Philippines","APPROXIMATE",c(123.408176, 10.8783445)
"1251",1180,"OK","Sagbayan","Sagbayan, Bohol, Philippines","APPROXIMATE",c(124.097547, 9.899196)
"1252",1181,"OK","Sagnay","Sagñay, Camarines Sur, Philippines","APPROXIMATE",c(123.5056016, 13.5617176)
"1253",1182,"OK","Saguday","Saguday, Quirino, Philippines","APPROXIMATE",c(121.57125, 16.5461135)
"1254",1183,"OK","Saguiaran","Saguiaran, Lanao del Sur, Philippines","APPROXIMATE",c(124.2310439, 8.0168917)
"1255",1184,"ZERO_RESULTS","Saint Bernard",NA,NA,c(NA, NA)
"1256",1185,"OK","Salay","Salay, Misamis Oriental, Philippines","APPROXIMATE",c(124.7892687, 8.8604235)
"1257",1186,"ZERO_RESULTS","Salcedo (ES)",NA,NA,c(NA, NA)
"1258",1187,"OK","Salcedo (IS)","Salcedo, Eastern Samar, Philippines","APPROXIMATE",c(125.6314191, 11.1735201)
"1259",1188,"OK","Sallapadan","Sallapadan, Abra, Philippines","APPROXIMATE",c(120.7619678, 17.4925404)
"1260",1189,"OK","Salug","Salug, Zamboanga del Norte, Philippines","APPROXIMATE",c(122.7858791, 8.0651754)
"1261",1190,"OK","Salvador","El Salvador","APPROXIMATE",c(-88.89653, 13.794185)
"1263",1191,"OK","Salvador Benedicto","Don Salvador Benedicto, Negros Occidental, Philippines","APPROXIMATE",c(123.2526869, 10.5837042)
"1264",1192,"OK","Samal","Island Garden City of Samal, Davao del Norte, Philippines","APPROXIMATE",c(125.7188463, 7.103312)
"1265",1193,"OK","Samboan","Samboan, Cebu, Philippines","APPROXIMATE",c(123.3373916, 9.5043588)
"1266",1194,"OK","Sampaloc","Sampaloc, Manila, Metro Manila, Philippines","APPROXIMATE",c(120.9962356, 14.61103)
"1267",1195,"ZERO_RESULTS","San Agustin (IA)",NA,NA,c(NA, NA)
"1268",1196,"ZERO_RESULTS","San Agustin (RN)",NA,NA,c(NA, NA)
"1269",1197,"ZERO_RESULTS","San Agustin (SS)",NA,NA,c(NA, NA)
"1270",1198,"OK","San Andres (CT)","San Andrés, San Andres and Providencia, Colombia","APPROXIMATE",c(-81.705052, 12.576855)
"1271",1199,"OK","San Andres (QN)","San Andrés, San Andres and Providencia, Colombia","APPROXIMATE",c(-81.705052, 12.576855)
"1272",1200,"OK","San Andres (RN)","San Andrés, San Andres and Providencia, Colombia","APPROXIMATE",c(-81.705052, 12.576855)
"1273",1201,"OK","San Antonio (NE)","San Antonio, Nueva Ecija, Philippines","APPROXIMATE",c(120.8269231, 15.3192138)
"1274",1202,"ZERO_RESULTS","San Antonio (NS)",NA,NA,c(NA, NA)
"1275",1203,"ZERO_RESULTS","San Antonio (QN)",NA,NA,c(NA, NA)
"1276",1204,"OK","San Antonio (ZA)","San Antonio, Zambales, Philippines","APPROXIMATE",c(120.0896313, 14.9275093)
"1277",1205,"OK","San Benito","San Benito, Lipa, Batangas, Philippines","APPROXIMATE",c(121.2139841, 13.93506)
"1279",1206,"OK","San Carlos (NO)","San Carlos City, Negros Occidental, Philippines","APPROXIMATE",c(123.4128956, 10.4837342)
"1281",1207,"OK","San Carlos (PS)","San Carlos City, Negros Occidental, Philippines","APPROXIMATE",c(123.4128956, 10.4837342)
"1282",1208,"OK","San Clemente","San Clemente, Tarlac, Philippines","APPROXIMATE",c(120.369189, 15.7081371)
"1284",1209,"OK","San Dionisio","San Dionisio, Iloilo, Philippines","APPROXIMATE",c(123.1014056, 11.3101048)
"1286",1210,"OK","San Emilio","San Emilio, Ilocos Sur, Philippines","APPROXIMATE",c(120.5969758, 17.2451452)
"1287",1211,"OK","San Enrique (IO)","San Enrique, Negros Occidental, Philippines","APPROXIMATE",c(122.8648538, 10.4273504)
"1288",1212,"OK","San Enrique (NO)","San Enrique, Negros Occidental, Philippines","APPROXIMATE",c(122.8648538, 10.4273504)
"1290",1213,"OK","San Esteban","San Esteban, Ilocos Sur, Philippines","APPROXIMATE",c(120.4530456, 17.3273706)
"1291",1214,"OK","San Fabian","San Fabian, Pangasinan, Philippines","APPROXIMATE",c(120.447285, 16.1418764)
"1292",1215,"OK","San Felipe","San Felipe, Zambales, Philippines","APPROXIMATE",c(120.0685217, 15.0660307)
"1293",1216,"ZERO_RESULTS","San Fernando (BK)",NA,NA,c(NA, NA)
"1294",1217,"OK","San Fernando (CS)","San Fernando, CA, USA","APPROXIMATE",c(-118.4389719, 34.2819461)
"1295",1218,"ZERO_RESULTS","San Fernando (CU)",NA,NA,c(NA, NA)
"1296",1219,"OK","San Fernando (LU)","San Fernando, La Union, Philippines","APPROXIMATE",c(120.3210331, 16.6159132)
"1297",1220,"OK","San Fernando (MS)","130 N Brand Blvd, San Fernando, CA 91340, USA","ROOFTOP",c(-118.4373758, 34.2828802)
"1298",1221,"OK","San Fernando (PA)","San Fernando, Pampanga, Philippines","APPROXIMATE",c(120.6567054, 15.0593937)
"1299",1222,"OK","San Fernando (RN)","São Fernando, State of Rio Grande do Norte, 59327-000, Brazil","APPROXIMATE",c(-37.1860457, -6.3774859)
"1300",1223,"OK","San Francisco (AS)","San Francisco, CA, USA","APPROXIMATE",c(-122.4194155, 37.7749295)
"1301",1224,"OK","San Francisco (CU)","770 Golden Gate Ave, San Francisco, CA 94102, USA","ROOFTOP",c(-122.423489, 37.7809126)
"1302",1225,"OK","San Francisco (QN)","San Francisco, CA, USA","APPROXIMATE",c(-122.4194155, 37.7749295)
"1303",1226,"OK","San Francisco (SL)","San Francisco, CA, USA","APPROXIMATE",c(-122.4194155, 37.7749295)
"1305",1227,"OK","San Francisco (SN)","San Francisco, CA, USA","APPROXIMATE",c(-122.4194155, 37.7749295)
"1306",1228,"OK","San Gabriel","San Gabriel, La Union, Philippines","APPROXIMATE",c(120.5048792, 16.6694259)
"1307",1229,"OK","San Guillermo","San Guillermo, Isabela, Philippines","APPROXIMATE",c(121.9700618, 16.7183078)
"1308",1230,"OK","San Ildefonso (BU)","San Ildefonso, Bulacan, Philippines","APPROXIMATE",c(121.0105733, 15.0417552)
"1309",1231,"OK","San Ildefonso (IS)","San Ildefonso, Bulacan, Philippines","APPROXIMATE",c(121.0105733, 15.0417552)
"1311",1232,"OK","San Isidro (BL)","W San Ysidro Blvd, San Diego, CA 92173, USA","GEOMETRIC_CENTER",c(-117.0583012, 32.557182)
"1313",1233,"ZERO_RESULTS","San Isidro (DN)",NA,NA,c(NA, NA)
"1314",1234,"ZERO_RESULTS","San Isidro (DO)",NA,NA,c(NA, NA)
"1315",1235,"OK","San Isidro (IA)","San Isidro, Buenos Aires Province, Argentina","APPROXIMATE",c(-58.5286102, -34.470829)
"1316",1236,"ZERO_RESULTS","San Isidro (LE)",NA,NA,c(NA, NA)
"1317",1237,"OK","San Isidro (NE)","San Isidro, Nueva Ecija, Philippines","APPROXIMATE",c(120.907304, 15.2965633)
"1318",1238,"ZERO_RESULTS","San Isidro (NS)",NA,NA,c(NA, NA)
"1319",1239,"OK","San Isidro (SN)","San Isidro, Buenos Aires Province, Argentina","APPROXIMATE",c(-58.5286102, -34.470829)
"1320",1240,"OK","San Jacinto (MS)","Jacinto, MS 38865, USA","APPROXIMATE",c(-88.4283813, 34.7598139)
"1321",1241,"ZERO_RESULTS","San Jacinto (PS)",NA,NA,c(NA, NA)
